signature_profile,hash_algorithm,bucket,benchmark_scenario,storage_state_label,measured_runs_total,measured_runs_success,measured_runs_failed,scenario_success_rate,verify_applicable_runs,verify_ok_runs,verify_applicable_success_rate,verify_success_rate,server_telemetry_configured,server_telemetry_coverage,setup_upload_ms_median,setup_upload_ms_iqr,setup_upload_ms_p95,setup_upload_ms_ci95_low,setup_upload_ms_ci95_high,setup_process_ms_median,setup_process_ms_iqr,setup_process_ms_p95,setup_process_ms_ci95_low,setup_process_ms_ci95_high,upload_ms_median,upload_ms_iqr,upload_ms_p95,upload_ms_ci95_low,upload_ms_ci95_high,process_ms_median,process_ms_iqr,process_ms_p95,process_ms_ci95_low,process_ms_ci95_high,verify_ms_median,verify_ms_iqr,verify_ms_p95,verify_ms_ci95_low,verify_ms_ci95_high,total_ms_median,total_ms_iqr,total_ms_p95,total_ms_ci95_low,total_ms_ci95_high,server_process_gateway_ms_median,server_process_gateway_ms_iqr,server_process_gateway_ms_p95,server_process_gateway_ms_ci95_low,server_process_gateway_ms_ci95_high,server_verify_gateway_ms_median,server_verify_gateway_ms_iqr,server_verify_gateway_ms_p95,server_verify_gateway_ms_ci95_low,server_verify_gateway_ms_ci95_high,server_hash_ms_median,server_hash_ms_iqr,server_hash_ms_p95,server_hash_ms_ci95_low,server_hash_ms_ci95_high,server_rsa_sign_ms_median,server_rsa_sign_ms_iqr,server_rsa_sign_ms_p95,server_rsa_sign_ms_ci95_low,server_rsa_sign_ms_ci95_high,server_eddsa_sign_ms_median,server_eddsa_sign_ms_iqr,server_eddsa_sign_ms_p95,server_eddsa_sign_ms_ci95_low,server_eddsa_sign_ms_ci95_high,server_ecdsa_sign_ms_median,server_ecdsa_sign_ms_iqr,server_ecdsa_sign_ms_p95,server_ecdsa_sign_ms_ci95_low,server_ecdsa_sign_ms_ci95_high,server_hmac_sign_ms_median,server_hmac_sign_ms_iqr,server_hmac_sign_ms_p95,server_hmac_sign_ms_ci95_low,server_hmac_sign_ms_ci95_high,server_ml_dsa_sign_ms_median,server_ml_dsa_sign_ms_iqr,server_ml_dsa_sign_ms_p95,server_ml_dsa_sign_ms_ci95_low,server_ml_dsa_sign_ms_ci95_high,server_slh_dsa_sign_ms_median,server_slh_dsa_sign_ms_iqr,server_slh_dsa_sign_ms_p95,server_slh_dsa_sign_ms_ci95_low,server_slh_dsa_sign_ms_ci95_high,server_fn_dsa_sign_ms_median,server_fn_dsa_sign_ms_iqr,server_fn_dsa_sign_ms_p95,server_fn_dsa_sign_ms_ci95_low,server_fn_dsa_sign_ms_ci95_high,server_eddsa_verify_ms_median,server_eddsa_verify_ms_iqr,server_eddsa_verify_ms_p95,server_eddsa_verify_ms_ci95_low,server_eddsa_verify_ms_ci95_high,server_ecdsa_verify_ms_median,server_ecdsa_verify_ms_iqr,server_ecdsa_verify_ms_p95,server_ecdsa_verify_ms_ci95_low,server_ecdsa_verify_ms_ci95_high,server_hmac_verify_ms_median,server_hmac_verify_ms_iqr,server_hmac_verify_ms_p95,server_hmac_verify_ms_ci95_low,server_hmac_verify_ms_ci95_high,server_ml_dsa_verify_ms_median,server_ml_dsa_verify_ms_iqr,server_ml_dsa_verify_ms_p95,server_ml_dsa_verify_ms_ci95_low,server_ml_dsa_verify_ms_ci95_high,server_slh_dsa_verify_ms_median,server_slh_dsa_verify_ms_iqr,server_slh_dsa_verify_ms_p95,server_slh_dsa_verify_ms_ci95_low,server_slh_dsa_verify_ms_ci95_high,server_fn_dsa_verify_ms_median,server_fn_dsa_verify_ms_iqr,server_fn_dsa_verify_ms_p95,server_fn_dsa_verify_ms_ci95_low,server_fn_dsa_verify_ms_ci95_high,server_verify_ms_median,server_verify_ms_iqr,server_verify_ms_p95,server_verify_ms_ci95_low,server_verify_ms_ci95_high,server_total_ms_median,server_total_ms_iqr,server_total_ms_p95,server_total_ms_ci95_low,server_total_ms_ci95_high,manifest_size_median,manifest_size_iqr,manifest_size_p95,manifest_size_ci95_low,manifest_size_ci95_high,manifest_core_bytes_median,manifest_core_bytes_iqr,manifest_core_bytes_p95,manifest_core_bytes_ci95_low,manifest_core_bytes_ci95_high,manifest_core_cbor_bytes_median,manifest_core_cbor_bytes_iqr,manifest_core_cbor_bytes_p95,manifest_core_cbor_bytes_ci95_low,manifest_core_cbor_bytes_ci95_high,manifest_envelope_bytes_median,manifest_envelope_bytes_iqr,manifest_envelope_bytes_p95,manifest_envelope_bytes_ci95_low,manifest_envelope_bytes_ci95_high,rsa_signature_bytes_median,rsa_signature_bytes_iqr,rsa_signature_bytes_p95,rsa_signature_bytes_ci95_low,rsa_signature_bytes_ci95_high,eddsa_signature_bytes_median,eddsa_signature_bytes_iqr,eddsa_signature_bytes_p95,eddsa_signature_bytes_ci95_low,eddsa_signature_bytes_ci95_high,ecdsa_signature_bytes_median,ecdsa_signature_bytes_iqr,ecdsa_signature_bytes_p95,ecdsa_signature_bytes_ci95_low,ecdsa_signature_bytes_ci95_high,hmac_signature_bytes_median,hmac_signature_bytes_iqr,hmac_signature_bytes_p95,hmac_signature_bytes_ci95_low,hmac_signature_bytes_ci95_high,ml_dsa_signature_bytes_median,ml_dsa_signature_bytes_iqr,ml_dsa_signature_bytes_p95,ml_dsa_signature_bytes_ci95_low,ml_dsa_signature_bytes_ci95_high,slh_dsa_signature_bytes_median,slh_dsa_signature_bytes_iqr,slh_dsa_signature_bytes_p95,slh_dsa_signature_bytes_ci95_low,slh_dsa_signature_bytes_ci95_high,fn_dsa_signature_bytes_median,fn_dsa_signature_bytes_iqr,fn_dsa_signature_bytes_p95,fn_dsa_signature_bytes_ci95_low,fn_dsa_signature_bytes_ci95_high,signature_size_median,signature_size_iqr,signature_size_p95,signature_size_ci95_low,signature_size_ci95_high,manifest_overhead_pct_median,manifest_overhead_pct_iqr,manifest_overhead_pct_p95,manifest_overhead_pct_ci95_low,manifest_overhead_pct_ci95_high,signature_overhead_pct_median,signature_overhead_pct_iqr,signature_overhead_pct_p95,signature_overhead_pct_ci95_low,signature_overhead_pct_ci95_high,storage_amplification_median,storage_amplification_iqr,storage_amplification_p95,storage_amplification_ci95_low,storage_amplification_ci95_high,client_total_mib_s_median,client_total_mib_s_iqr,client_total_mib_s_p95,client_total_mib_s_ci95_low,client_total_mib_s_ci95_high,server_hash_mib_s_median,server_hash_mib_s_iqr,server_hash_mib_s_p95,server_hash_mib_s_ci95_low,server_hash_mib_s_ci95_high,server_verify_mib_s_median,server_verify_mib_s_iqr,server_verify_mib_s_p95,server_verify_mib_s_ci95_low,server_verify_mib_s_ci95_high,server_total_mib_s_median,server_total_mib_s_iqr,server_total_mib_s_p95,server_total_mib_s_ci95_low,server_total_mib_s_ci95_high,ratio_vs_rsa_pss_total_median,ratio_vs_rsa_pss_server_total_median
ecdsa_fn_dsa,blake3,10KB,sign_only,warm,100,100,0,1.0,0,0,,0.0,true,1.0,1.4269254999999998,0.16444674999999953,1.7432289499999998,1.388846,1.4466601999999997,19.793245499999998,0.8161427499999974,21.485590600000002,19.651958,19.970609637499997,1.4269254999999998,0.16444674999999953,1.7432289499999998,1.388846,1.4466601999999997,19.793245499999998,0.8161427499999974,21.485590600000002,19.651958,19.970609637499997,,,,,,21.183777999999997,0.8738104999999976,23.0791606,21.072834,21.396689000000002,15.4657885,0.5376182499999995,16.74306405,15.393017,15.593963,,,,,,0.1554465,0.03750774999999998,0.36484219999999995,0.149841,0.1609510375,,,,,,,,,,,0.4835565,0.08738649999999992,0.6589013,0.47753193749999995,0.4952895625,,,,,,,,,,,,,,,,0.307712,0.05123824999999993,0.4280424,0.302117,0.3194335625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4657885,0.5376182499999995,16.74306405,15.393017,15.593963,2129.0,5.0,2133.05,2128.0,2129.5125,498.0,0.0,498.0,498.0,498.0,461.0,0.0,461.0,461.0,461.0,522.0,0.0,524.0,522.0,522.0,,,,,,,,,,,69.0,0.0,72.0,69.0,69.0,,,,,,,,,,,,,,,,654.0,3.0,657.0,654.0,654.0,723.0,3.75,726.0,723.0,723.0,20.791015625,0.048828125,20.83056640625,20.78125,20.7960205078125,7.060546875,0.03662109374999911,7.089843749999999,7.060546875,7.060546875,1.20791015625,0.00048828125,1.2083056640625,1.2078125,1.207960205078125,0.4609956095000378,0.018884221523474576,0.6840666367357794,0.45640823213348564,0.46332431329131807,62.82324457885298,14.040249920479056,76.97119413277028,60.53461068787464,65.04881301387643,,,,,,0.6314340255162466,0.0218209453232987,1.1523714061202066,0.6262439509443494,0.6344191655216128,,
ecdsa_ml_dsa,blake3,10KB,sign_only,warm,100,100,0,1.0,0,0,,0.0,true,1.0,1.404221,0.1696222500000002,1.69391625,1.3568160000000002,1.4466512875,20.356323,1.30092475,22.73393505,20.13018,20.614382,1.404221,0.1696222500000002,1.69391625,1.3568160000000002,1.4466512875,20.356323,1.30092475,22.73393505,20.13018,20.614382,,,,,,21.768306,1.2786712499999986,24.06566615,21.549536,22.013401,15.992135,1.0756775000000012,17.77153685,15.859762,16.243810637499998,,,,,,0.16266999999999998,0.04159099999999999,0.27193194999999987,0.154921,0.17102,,,,,,,,,,,0.4935705,0.12221424999999997,0.66193535,0.48506,0.503815,,,,,,0.7125760000000001,0.477894,1.84613365,0.603351,0.7850001624999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.992135,1.0756775000000012,17.77153685,15.859762,16.243810637499998,5667.0,2.0,5669.0,5667.0,5667.0,498.0,0.0,498.0,498.0,498.0,461.0,0.0,461.0,461.0,461.0,522.0,0.0,524.0,522.0,522.0,,,,,,,,,,,69.0,0.0,72.0,69.0,69.0,,,,,,3309.0,0.0,3309.0,3309.0,3309.0,,,,,,,,,,,3378.0,0.0,3381.0,3378.0,3378.0,55.34179687500001,0.019531249999992895,55.361328125,55.34179687500001,55.34179687500001,32.98828125,0.0,33.017578125,32.98828125,32.98828125,1.55341796875,0.0001953125000000444,1.55361328125,1.55341796875,1.55341796875,0.4486167387351091,0.026334633976338395,0.670427925100526,0.44362181927272387,0.45317101027140444,60.03356215946488,15.332979543475439,77.8443830927862,57.10223950415156,63.036160365605696,,,,,,0.6106522784699202,0.04072687423614596,1.0895288381030392,0.6010633308483997,0.6153696044850462,,
eddsa_fn_dsa,blake3,10KB,sign_only,warm,100,100,0,1.0,0,0,,0.0,true,1.0,1.3719415000000001,0.180226,1.59785855,1.3551520000000001,1.4051259125,19.502110000000002,0.6154972500000007,21.6530049,19.394361,19.624969,1.3719415000000001,0.180226,1.59785855,1.3551520000000001,1.4051259125,19.502110000000002,0.6154972500000007,21.6530049,19.394361,19.624969,,,,,,20.973133,0.7420502499999948,22.918569899999994,20.836175000000004,21.101431,15.2394485,0.5710757500000003,16.2834629,15.127829,15.313931349999997,,,,,,0.155086,0.0318175,0.2040716,0.151143,0.161833,,,,,,0.247314,0.04045400000000002,0.33086839999999995,0.238867,0.25363600000000003,,,,,,,,,,,,,,,,,,,,,0.311033,0.09156625000000002,0.42230999999999996,0.29841154999999997,0.322334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2394485,0.5710757500000003,16.2834629,15.127829,15.313931349999997,2120.0,5.0,2125.0,2119.0,2120.0,498.0,0.0,498.0,498.0,498.0,461.0,0.0,461.0,461.0,461.0,522.0,0.0,524.0,522.0,522.0,,,,,,63.0,0.0,63.0,63.0,63.0,,,,,,,,,,,,,,,,,,,,,654.0,3.0,657.0,654.0,654.0,717.0,3.0,720.0,717.0,717.0,20.703125,0.048828125,20.751953125,20.693359375,20.703125,7.001953125,0.029296874999999112,7.03125,7.001953125,7.001953125,1.20703125,0.00048828125,1.20751953125,1.20693359375,1.20703125,0.4656256524196515,0.01645481267058141,0.5810844191113872,0.4627944427086485,0.4686860712198856,62.96913547435045,12.277812290916053,78.01280440608348,60.343738506215445,64.61182456349285,,,,,,0.6408122364655257,0.023806647642937273,0.8853190268471487,0.6376250993919803,0.645540414292097,,
eddsa_ml_dsa,blake3,10KB,sign_only,warm,100,100,0,1.0,0,0,,0.0,true,1.0,1.4218785,0.19156250000000008,1.72112215,1.4024658499999998,1.45799845,20.0784445,1.053517499999998,22.066023100000002,19.88993,20.29848135,1.4218785,0.19156250000000008,1.72112215,1.4024658499999998,1.45799845,20.0784445,1.053517499999998,22.066023100000002,19.88993,20.29848135,,,,,,21.585161,1.0213249999999974,23.361392100000003,21.294225,21.723452062499998,15.756609000000001,0.9933127500000012,17.480145,15.602339,15.888074312499999,,,,,,0.15718,0.03371874999999999,0.3548926499999999,0.14915,0.160891,,,,,,0.2443685,0.04072324999999999,0.30009995000000006,0.24023485,0.2538889875,,,,,,,,,,,0.6372294999999999,0.61989,1.7899118999999997,0.55455,0.7950096874999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.756609000000001,0.9933127500000012,17.480145,15.602339,15.888074312499999,5658.0,0.0,5660.0,5658.0,5658.0,498.0,0.0,498.0,498.0,498.0,461.0,0.0,461.0,461.0,461.0,522.0,0.0,524.0,522.0,522.0,,,,,,63.0,0.0,63.0,63.0,63.0,,,,,,,,,,,3309.0,0.0,3309.0,3309.0,3309.0,,,,,,,,,,,3372.0,0.0,3372.0,3372.0,3372.0,55.25390624999999,0.0,55.2734375,55.25390624999999,55.25390624999999,32.9296875,0.0,32.9296875,32.9296875,32.9296875,1.5525390625,0.0,1.552734375,1.5525390625,1.5525390625000002,0.45242330162348415,0.02143220243243099,0.652443316000343,0.4494553630791608,0.4586043868701491,62.13063625241536,13.102725436658503,74.91134696087363,60.69276196189557,65.19711265124536,,,,,,0.6197797772292661,0.03880881886969123,1.0731837082130384,0.6140034632231691,0.6259077565229162,,
ecdsa_fn_dsa,blake3,1MB,sign_only,warm,100,100,0,1.0,0,0,,0.0,true,1.0,9.4856225,2.2753957500000013,11.946959099999999,9.0734228,10.039633925,23.425244499999998,0.9215350000000022,25.93519805,23.278123,23.568828,9.4856225,2.2753957500000013,11.946959099999999,9.0734228,10.039633925,23.425244499999998,0.9215350000000022,25.93519805,23.278123,23.568828,,,,,,32.636883,3.154466499999998,36.4644776,32.179009,33.071107075,19.0741355,0.8820514999999958,21.159013299999998,18.929368,19.270108,,,,,,3.708775,0.3534552500000001,4.41665655,3.648212,3.77161665,,,,,,,,,,,0.47557150000000004,0.03866525000000004,0.61402055,0.468007,0.481293,,,,,,,,,,,,,,,,0.308318,0.038327250000000035,0.40644765,0.302427,0.315776175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0741355,0.8820514999999958,21.159013299999998,18.929368,19.270108,2129.0,4.0,2134.0,2128.0,2130.0,500.0,0.0,500.0,500.0,500.0,463.0,0.0,463.0,463.0,463.0,520.0,0.0,522.0,520.0,520.0,,,,,,,,,,,69.0,3.0,72.0,69.0,69.0,,,,,,,,,,,,,,,,654.0,0.75,657.0,654.0,654.0,723.0,3.0,729.0,723.0,726.0,0.20303726196289062,0.0003814697265625,0.20351409912109375,0.20294189453125,0.20313262939453125,0.06895065307617188,0.000286102294921875,0.06952285766601562,0.06895065307617188,0.06923675537109375,1.002030372619629,3.814697265625e-6,1.002035140991211,1.0020294189453125,1.0020313262939453,30.640182324453107,2.890263437943677,37.39246509693399,30.223223591498797,31.076158995449486,269.63082730611006,25.888487830977795,303.9132795236592,264.93652518261416,274.1068775608435,,,,,,52.42704589647748,2.4324656894279855,82.4441248100513,51.89384512012076,52.80387270701414,,
ecdsa_ml_dsa,blake3,1MB,sign_only,warm,100,100,0,1.0,0,0,,0.0,true,1.0,9.3800825,2.206110999999998,11.711225149999999,8.879401999999999,9.707375,24.028407,1.4323464999999977,26.245475550000002,23.7887,24.3341742,9.3800825,2.206110999999998,11.711225149999999,8.879401999999999,9.707375,24.028407,1.4323464999999977,26.245475550000002,23.7887,24.3341742,,,,,,33.245477,2.6110967500000086,36.2890744,32.86318,33.52554000000001,19.707478,1.188709750000001,21.565049650000002,19.430488,19.939933,,,,,,3.7660525,0.34566600000000003,4.28687085,3.719375,3.822949,,,,,,,,,,,0.4802855,0.03635574999999991,0.6062312499999999,0.473187,0.488656,,,,,,0.6480905,0.40989925,1.4367825499999998,0.5529470000000001,0.7088284374999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.707478,1.188709750000001,21.565049650000002,19.430488,19.939933,5667.0,2.0,5670.0,5667.0,5667.0,500.0,0.0,500.0,500.0,500.0,463.0,0.0,463.0,463.0,463.0,520.0,0.0,522.0,520.0,520.0,,,,,,,,,,,69.0,3.0,72.0,69.0,69.0,,,,,,3309.0,0.0,3309.0,3309.0,3309.0,,,,,,,,,,,3378.0,3.0,3381.0,3378.0,3378.0,0.5404472351074219,0.00019073486328125,0.5407333374023438,0.5404472351074219,0.5404472351074219,0.32215118408203125,0.000286102294921875,0.3224372863769531,0.32215118408203125,0.32215118408203125,1.0054044723510742,1.9073486328125e-6,1.0054073333740234,1.0054044723510742,1.0054044723510742,30.079279695591453,2.3611322546296236,36.28860563265296,29.828005753225742,30.349716208029744,265.530079378747,24.06185977189901,292.6936558350481,261.5781691045316,268.86237607124855,,,,,,50.742177279644324,3.055723341258137,75.10530920799806,50.15040104349386,51.46551131397215,,
eddsa_fn_dsa,blake3,1MB,sign_only,warm,100,100,0,1.0,0,0,,0.0,true,1.0,8.946288,1.8856970000000004,11.90351045,8.78691505,9.472071999999999,23.241022,1.0188832499999982,24.338243,23.151601025,23.342688337499997,8.946288,1.8856970000000004,11.90351045,8.78691505,9.472071999999999,23.241022,1.0188832499999982,24.338243,23.151601025,23.342688337499997,,,,,,32.4588045,2.2962580000000017,34.925850649999994,32.00377465,33.03796746249999,18.8809725,0.9327497499999993,19.908193449999995,18.758809000000003,19.060662049999998,,,,,,3.7368275,0.301666,4.2669034,3.683678,3.780417025,,,,,,0.2337435,0.031882500000000036,0.28830799999999995,0.227136,0.2394544,,,,,,,,,,,,,,,,,,,,,0.30114949999999996,0.03919275,0.40393345,0.29790900000000003,0.30754327499999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8809725,0.9327497499999993,19.908193449999995,18.758809000000003,19.060662049999998,2119.5,4.25,2125.0,2118.0,2120.0,500.0,0.0,500.0,500.0,500.0,463.0,0.0,463.0,463.0,463.0,520.0,0.0,522.0,520.0,520.0,,,,,,63.0,0.0,63.0,63.0,63.0,,,,,,,,,,,,,,,,,,,,,654.0,3.0,657.0,654.0,654.0,717.0,3.0,720.0,717.0,717.0,0.2021312713623047,0.00040531158447265625,0.20265579223632812,0.20198822021484375,0.202178955078125,0.06837844848632812,0.000286102294921875,0.06866455078125,0.06837844848632812,0.06837844848632812,1.002021312713623,4.0531158447265625e-6,1.0020265579223633,1.0020198822021484,1.0020217895507812,30.808287410247296,2.182766066668769,38.762315910321234,30.253065074161455,31.24596536472228,267.6066942857834,21.829899425148483,301.8973796764932,264.47463040331587,270.95110256922834,,,,,,52.96337402010877,2.6028635523878023,82.67484261178069,52.45419542293083,53.30828838867115,,
eddsa_ml_dsa,blake3,1MB,sign_only,warm,100,100,0,1.0,0,0,,0.0,true,1.0,9.377690000000001,2.0582600000000006,11.560726149999999,9.095621325,10.0624919125,23.660172000000003,1.4817855000000009,26.1593751,23.427417,23.907635,9.377690000000001,2.0582600000000006,11.560726149999999,9.095621325,10.0624919125,23.660172000000003,1.4817855000000009,26.1593751,23.427417,23.907635,,,,,,32.664537499999994,3.6424982499999956,36.3132528,32.291941,33.074639,19.288617000000002,1.3043387499999994,21.55814435,19.062659,19.476945,,,,,,3.7246895,0.3489567499999997,4.48629755,3.692965,3.793373,,,,,,0.228158,0.03018725,0.26866675000000007,0.223108,0.2358709,,,,,,,,,,,0.630397,0.557353,1.4544529499999999,0.552015,0.73575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.288617000000002,1.3043387499999994,21.55814435,19.062659,19.476945,5658.0,0.0,5660.0,5658.0,5658.0,500.0,0.0,500.0,500.0,500.0,463.0,0.0,463.0,463.0,463.0,520.0,0.0,522.0,520.0,520.0,,,,,,63.0,0.0,63.0,63.0,63.0,,,,,,,,,,,3309.0,0.0,3309.0,3309.0,3309.0,,,,,,,,,,,3372.0,0.0,3372.0,3372.0,3372.0,0.5395889282226562,0.0,0.5397796630859375,0.5395889282226562,0.5395889282226562,0.3215789794921875,0.0,0.3215789794921875,0.3215789794921875,0.3215789794921875,1.0053958892822266,0.0,1.0053977966308594,1.0053958892822266,1.0053958892822266,30.614240294156303,3.411484815275429,37.769529946494664,30.23267703467097,30.90913879103885,268.47883314284553,24.443139033884222,304.6551713730178,263.61763000896565,270.78512793920333,,,,,,51.84405647848652,3.571507650736251,79.08367803445128,51.3427542153043,52.40587412403762,,
ecdsa_fn_dsa,blake3,50MB,sign_only,warm,100,100,0,1.0,0,0,,0.0,true,1.0,375.8845005,98.68346000000008,471.10050064999996,365.963433,402.93460214999993,208.7485995,15.67458425000001,224.05720085,204.013305,210.773333,375.8845005,98.68346000000008,471.10050064999996,365.963433,402.93460214999993,208.7485995,15.67458425000001,224.05720085,204.013305,210.773333,,,,,,590.5830595,86.26688449999995,670.00742705,564.509646,610.2996934625,204.11518999999998,15.72688549999998,219.80152915,199.7669467625,205.667631,,,,,,177.5984125,15.175421249999971,192.74296644999998,175.05813206249996,179.630012,,,,,,,,,,,0.5843205,0.1626265,0.7162447500000001,0.551875,0.6324167874999997,,,,,,,,,,,,,,,,0.3278095,0.05100024999999997,0.43348044999999996,0.318277,0.33752765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.11518999999998,15.72688549999998,219.80152915,199.7669467625,205.667631,2131.0,5.0,2136.15,2130.0,2132.5125000000003,501.0,0.0,501.0,501.0,501.0,463.0,0.0,463.0,463.0,463.0,522.0,0.0,524.0,522.0,522.0,,,,,,,,,,,69.0,0.0,72.0,69.0,69.0,,,,,,,,,,,,,,,,654.0,3.0,657.0,654.0,654.0,723.0,3.0,729.0,723.0,723.0,0.0040645599365234375,9.5367431640625e-6,0.004074382781982422,0.004062652587890625,0.004067444801330567,0.0013790130615234375,5.7220458984375e-6,0.0013904571533203125,0.0013790130615234375,0.0013790130615234375,1.0000406455993653,9.536743150739824e-8,1.0000407438278198,1.000040626525879,1.0000406744480133,84.66211646864915,12.550015472037401,95.82136070472683,81.86841525070317,88.57244575764079,281.534048998647,24.46382508088783,307.19582927618364,278.3377224457551,285.607938374398,,,,,,244.96023100550133,19.147193469084442,268.1742053964096,243.10153660495104,250.2858965739385,,
ecdsa_ml_dsa,blake3,50MB,sign_only,warm,100,100,0,1.0,0,0,,0.0,true,1.0,372.17051649999996,86.48861124999996,462.5409972,358.14181099999996,397.761232,208.3322105,13.530532249999993,231.53160294999998,205.697451,211.025856,372.17051649999996,86.48861124999996,462.5409972,358.14181099999996,397.761232,208.3322105,13.530532249999993,231.53160294999998,205.697451,211.025856,,,,,,585.5011415,82.80434349999985,678.3074901499999,564.951427,604.0337559999999,203.7593325,13.801046000000014,223.35085155000002,201.213308,206.489832,,,,,,176.624591,13.092693499999967,196.2124465,174.74605300000002,180.888893,,,,,,,,,,,0.5744275000000001,0.13204000000000005,0.7299043999999999,0.554059,0.615654,,,,,,0.6764935000000001,0.5330727500000001,2.13317935,0.576101,0.809719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.7593325,13.801046000000014,223.35085155000002,201.213308,206.489832,5670.0,2.0,5672.0,5670.0,5670.0,501.0,0.0,501.0,501.0,501.0,463.0,0.0,463.0,463.0,463.0,522.0,0.0,524.0,522.0,522.0,,,,,,,,,,,69.0,0.0,72.0,69.0,69.0,,,,,,3309.0,0.0,3309.0,3309.0,3309.0,,,,,,,,,,,3378.0,0.0,3381.0,3378.0,3378.0,0.010814666748046875,3.814697265625e-6,0.0108184814453125,0.010814666748046875,0.010814666748046875,0.006443023681640625,0.0,0.0064487457275390625,0.006443023681640625,0.006443023681640625,1.0001081466674804,3.814697269177714e-8,1.000108184814453,1.0001081466674804,1.0001081466674804,85.39722530854247,11.900159565448035,95.48595557856373,82.7768307703651,88.45226347043283,283.0864850210462,20.614869638996936,301.8699415388735,276.41277013066804,286.12949558294173,,,,,,245.38753340687458,16.432943693513522,263.13985627352446,242.1426736402207,248.44969467100873,,
